Cruise,Station,Type,yyyy-mm-ddThh:mm,Latitude [degrees_north],Longitude [degrees_east],Bot. Depth [m],PRES [db],TEMP [deg C],PSAL [psu],DOXY [ml/l]
67BC,0494,B,2015-11-23T18:55,55.1498,15.6653,0092,25,10.247,7.84394,
67BC,0494,B,2015-11-23T18:55,55.1498,15.6653,0092,30,10.2555,7.84585,7.24
67BC,0494,B,2015-11-23T18:55,55.1498,15.6653,0092,35,10.242,7.84465,
67BC,0494,B,2015-11-23T18:55,55.1498,15.6653,0092,40,10.2405,7.84505,7.31
67BC,0494,B,2015-11-23T18:55,55.1498,15.6653,0092,45,10.2735,7.86393,
67BC,0494,B,2015-11-23T18:55,55.1498,15.6653,0092,50,9.2955,9.91912,4.66
67BC,0494,B,2015-11-23T18:55,55.1498,15.6653,0092,55,11.9928,12.41266,
67BC,0494,B,2015-11-23T18:55,55.1498,15.6653,0092,60,12.6223,13.42917,3.91
67BC,0494,B,2015-11-23T18:55,55.1498,15.6653,0092,65,9.74,14.16804,
67BC,0494,B,2015-11-23T18:55,55.1498,15.6653,0092,70,9.554,16.76135,2.18
67BC,0494,B,2015-11-23T18:55,55.1498,15.6653,0092,75,8.407,17.77272,
67BC,0494,B,2015-11-23T18:55,55.1498,15.6653,0092,80,7.405,17.92137,1.55
67BC,0494,B,2015-11-23T18:55,55.1498,15.6653,0092,85,7.142,18.36087,
67BC,0494,B,2015-11-23T18:55,55.1498,15.6653,0092,90,7.1315,18.44271,0.95
67BC,0494,B,2015-11-23T18:55,55.1498,15.6653,0092,91.43,7.1245,18.44344,1.07
67BC,0495,B,2015-11-23T20:41,55.2327,15.9828,0089,0,9.3115,7.48201,7.66
67BC,0495,B,2015-11-23T20:41,55.2327,15.9828,0089,5,9.3485,7.49494,7.49
67BC,0495,B,2015-11-23T20:41,55.2327,15.9828,0089,10,9.6595,7.54553,7.50
67BC,0495,B,2015-11-23T20:41,55.2327,15.9828,0089,15,9.709,7.55492,7.42
67BC,0495,B,2015-11-23T20:41,55.2327,15.9828,0089,20,9.768,7.58612,7.40
67BC,0495,B,2015-11-23T20:41,55.2327,15.9828,0089,25,9.8078,7.60333,
67BC,0495,B,2015-11-23T20:41,55.2327,15.9828,0089,30,9.836,7.61279,7.36
67BC,0495,B,2015-11-23T20:41,55.2327,15.9828,0089,35,9.8365,7.64115,
67BC,0495,B,2015-11-23T20:41,55.2327,15.9828,0089,40,9.738,7.66945,6.56
67BC,0495,B,2015-11-23T20:41,55.2327,15.9828,0089,45,8.057,8.01758,
67BC,0495,B,2015-11-23T20:41,55.2327,15.9828,0089,50,6.8625,9.21414,4.45
67BC,0495,B,2015-11-23T20:41,55.2327,15.9828,0089,55,10.047,11.61562,
67BC,0495,B,2015-11-23T20:41,55.2327,15.9828,0089,60,8.902,13.87933,2.61
67BC,0495,B,2015-11-23T20:41,55.2327,15.9828,0089,65,7.185,16.13076,
67BC,0495,B,2015-11-23T20:41,55.2327,15.9828,0089,70,7.1715,17.51073,1.68
67BC,0495,B,2015-11-23T20:41,55.2327,15.9828,0089,75,7.127,17.92571,
67BC,0495,B,2015-11-23T20:41,55.2327,15.9828,0089,80,7.0615,18.38624,1.04
67BC,0495,B,2015-11-23T20:41,55.2327,15.9828,0089,85,7.0555,18.45719,
67BC,0495,B,2015-11-23T20:41,55.2327,15.9828,0089,88.20,7.0505,18.49484,0.97
67BC,0496,B,2015-11-23T22:59,55.0000,16.0002,0077,0,9.603,7.70151,7.43
67BC,0496,B,2015-11-23T22:59,55.0000,16.0002,0077,5,9.655,7.69836,
67BC,0496,B,2015-11-23T22:59,55.0000,16.0002,0077,10,9.6615,7.69622,7.43
67BC,0496,B,2015-11-23T22:59,55.0000,16.0002,0077,15,9.7663,7.72122,
67BC,0496,B,2015-11-23T22:59,55.0000,16.0002,0077,20,9.7885,7.72674,7.51
67BC,0496,B,2015-11-23T22:59,55.0000,16.0002,0077,25,9.8178,7.73503,
67BC,0496,B,2015-11-23T22:59,55.0000,16.0002,0077,30,9.852,7.74290,7.30
67BC,0496,B,2015-11-23T22:59,55.0000,16.0002,0077,35,9.8965,7.76210,
67BC,0496,B,2015-11-23T22:59,55.0000,16.0002,0077,40,10.2,7.93102,6.48
67BC,0496,B,2015-11-23T22:59,55.0000,16.0002,0077,45,7.9488,9.88989,
67BC,0496,B,2015-11-23T22:59,55.0000,16.0002,0077,50,10.2115,12.74910,3.27
67BC,0496,B,2015-11-23T22:59,55.0000,16.0002,0077,55,11.8643,14.36961,
67BC,0496,B,2015-11-23T22:59,55.0000,16.0002,0077,60,8.7555,15.51579,2.21
67BC,0496,B,2015-11-23T22:59,55.0000,16.0002,0077,65,8.5695,16.85188,
67BC,0496,B,2015-11-23T22:59,55.0000,16.0002,0077,70,7.682,17.07674,1.29
67BC,0496,B,2015-11-23T22:59,55.0000,16.0002,0077,75,7.6355,17.10766,
67BC,0496,B,2015-11-23T22:59,55.0000,16.0002,0077,76.99,7.522,17.11308,1.31
67BC,0497,B,2015-11-24T07:35,54.6843,15.6392,0065,0,9.807,7.65196,
67BC,0497,B,2015-11-24T07:35,54.6843,15.6392,0065,5,9.822,7.65292,7.38
67BC,0497,B,2015-11-24T07:35,54.6843,15.6392,0065,10,9.8255,7.65341,7.38
67BC,0497,B,2015-11-24T07:35,54.6843,15.6392,0065,15,9.8265,7.65327,
67BC,0497,B,2015-11-24T07:35,54.6843,15.6392,0065,20,9.824,7.65051,7.42
67BC,0497,B,2015-11-24T07:35,54.6843,15.6392,0065,25,9.8255,7.65165,
67BC,0497,B,2015-11-24T07:35,54.6843,15.6392,0065,30,9.8553,7.68066,7.29
67BC,0497,B,2015-11-24T07:35,54.6843,15.6392,0065,35,9.925,7.69251,
67BC,0497,B,2015-11-24T07:35,54.6843,15.6392,0065,40,9.726,7.87031,6.21
67BC,0497,B,2015-11-24T07:35,54.6843,15.6392,0065,45,8.158,9.89646,
67BC,0497,B,2015-11-24T07:35,54.6843,15.6392,0065,50,12.3115,12.90441,3.67
67BC,0497,B,2015-11-24T07:35,54.6843,15.6392,0065,55,10.8835,13.79720,
67BC,0497,B,2015-11-24T07:35,54.6843,15.6392,0065,60,10.49,15.52715,2.25
67BC,0497,B,2015-11-24T07:35,54.6843,15.6392,0065,64.78,8.158,16.27984,1.65
67BC,0498,B,2015-11-24T10:00,54.5727,15.8297,0055,0,9.654,7.64384,7.50
67BC,0498,B,2015-11-24T10:00,54.5727,15.8297,0055,5,9.6825,7.64393,
67BC,0498,B,2015-11-24T10:00,54.5727,15.8297,0055,10,9.683,7.64397,7.50
67BC,0498,B,2015-11-24T10:00,54.5727,15.8297,0055,15,9.685,7.64397,
67BC,0498,B,2015-11-24T10:00,54.5727,15.8297,0055,20,9.6875,7.64380,7.38
67BC,0498,B,2015-11-24T10:00,54.5727,15.8297,0055,25,9.6855,7.64293,
67BC,0498,B,2015-11-24T10:00,54.5727,15.8297,0055,30,9.692,7.64435,7.36
67BC,0498,B,2015-11-24T10:00,54.5727,15.8297,0055,35,9.7015,7.65120,
67BC,0498,B,2015-11-24T10:00,54.5727,15.8297,0055,40,9.7045,7.66224,7.32
67BC,0498,B,2015-11-24T10:00,54.5727,15.8297,0055,45,7.959,9.10166,
67BC,0498,B,2015-11-24T10:00,54.5727,15.8297,0055,50,8.3335,13.52672,2.82
67BC,0498,B,2015-11-24T10:00,54.5727,15.8297,0055,54.20,8.477,14.61592,1.93
67BC,0499,B,2015-11-24T11:56,54.6273,16.0690,0046,0,9.684,7.66112,7.40
67BC,0499,B,2015-11-24T11:56,54.6273,16.0690,0046,5,9.716,7.65877,
67BC,0499,B,2015-11-24T11:56,54.6273,16.0690,0046,10,9.7175,7.65786,7.44
67BC,0499,B,2015-11-24T11:56,54.6273,16.0690,0046,15,9.726,7.65717,
67BC,0499,B,2015-11-24T11:56,54.6273,16.0690,0046,20,9.7305,7.65831,7.42
67BC,0499,B,2015-11-24T11:56,54.6273,16.0690,0046,25,9.7285,7.65800,
67BC,0499,B,2015-11-24T11:56,54.6273,16.0690,0046,30,9.736,7.66207,7.55
67BC,0499,B,2015-11-24T11:56,54.6273,16.0690,0046,35,9.7475,7.67522,
67BC,0499,B,2015-11-24T11:56,54.6273,16.0690,0046,40,9.7895,7.75894,7.36
67BC,0499,B,2015-11-24T11:56,54.6273,16.0690,0046,45,8.361,10.60308,
67BC,0499,B,2015-11-24T11:56,54.6273,16.0690,0046,45.72,8.334,10.60942,5.80
67BC,0500,B,2015-11-25T06:58,54.8492,17.4697,0021,0,8.7253,7.55246,7.55
67BC,0500,B,2015-11-25T06:58,54.8492,17.4697,0021,5,8.7475,7.56018,
67BC,0500,B,2015-11-25T06:58,54.8492,17.4697,0021,10,8.7575,7.56165,7.64
67BC,0500,B,2015-11-25T06:58,54.8492,17.4697,0021,15,8.764,7.56246,
67BC,0500,B,2015-11-25T06:58,54.8492,17.4697,0021,20,8.747,7.56369,
67BC,0500,B,2015-11-25T06:58,54.8492,17.4697,0021,20.56,8.747,7.56368,7.59
67BC,0501,B,2015-11-25T08:58,54.9568,17.4178,0027,0,9.2388,7.49937,7.52
67BC,0501,B,2015-11-25T08:58,54.9568,17.4178,0027,5,9.283,7.49440,
67BC,0501,B,2015-11-25T08:58,54.9568,17.4178,0027,10,9.285,7.49249,7.52
67BC,0501,B,2015-11-25T08:58,54.9568,17.4178,0027,15,9.292,7.49138,
67BC,0501,B,2015-11-25T08:58,54.9568,17.4178,0027,20,9.2915,7.49177,7.45
67BC,0501,B,2015-11-25T08:58,54.9568,17.4178,0027,25,9.2915,7.49115,
67BC,0501,B,2015-11-25T08:58,54.9568,17.4178,0027,26.66,9.2915,7.49102,7.56
67BC,0502,B,2015-11-25T13:48,55.0417,16.9608,0023,0,8.7025,7.52115,7.78
67BC,0502,B,2015-11-25T13:48,55.0417,16.9608,0023,5,8.7345,7.52591,
67BC,0502,B,2015-11-25T13:48,55.0417,16.9608,0023,10,8.736,7.52680,7.60
67BC,0502,B,2015-11-25T13:48,55.0417,16.9608,0023,15,8.7395,7.52655,
67BC,0502,B,2015-11-25T13:48,55.0417,16.9608,0023,20,8.7425,7.52692,
67BC,0502,B,2015-11-25T13:48,55.0417,16.9608,0023,23.00,8.7425,7.52667,7.65
67BC,0503,B,2015-11-25T15:38,55.1658,16.6667,0069,0,9.149,7.37716,7.37
67BC,0503,B,2015-11-25T15:38,55.1658,16.6667,0069,5,9.2023,7.37656,
67BC,0503,B,2015-11-25T15:38,55.1658,16.6667,0069,10,9.203,7.37841,7.73
67BC,0503,B,2015-11-25T15:38,55.1658,16.6667,0069,15,9.2035,7.37955,
67BC,0503,B,2015-11-25T15:38,55.1658,16.6667,0069,20,9.2015,7.37942,7.39
67BC,0503,B,2015-11-25T15:38,55.1658,16.6667,0069,25,9.203,7.37938,
67BC,0503,B,2015-11-25T15:38,55.1658,16.6667,0069,30,9.203,7.37970,7.71
67BC,0503,B,2015-11-25T15:38,55.1658,16.6667,0069,35,9.2055,7.38306,
67BC,0503,B,2015-11-25T15:38,55.1658,16.6667,0069,40,9.2605,7.41685,7.45
67BC,0503,B,2015-11-25T15:38,55.1658,16.6667,0069,45,7.677,10.60977,
67BC,0503,B,2015-11-25T15:38,55.1658,16.6667,0069,50,8.452,11.91457,3.52
67BC,0503,B,2015-11-25T15:38,55.1658,16.6667,0069,55,8.6925,13.53940,
67BC,0503,B,2015-11-25T15:38,55.1658,16.6667,0069,60,7.8535,14.47753,2.69
67BC,0503,B,2015-11-25T15:38,55.1658,16.6667,0069,65,7.5975,14.84694,
67BC,0503,B,2015-11-25T15:38,55.1658,16.6667,0069,68.29,7.562,14.87616,2.38
67BC,0504,B,2015-11-25T17:03,55.3318,16.6660,0067,0,9.304,7.44865,7.34
67BC,0504,B,2015-11-25T17:03,55.3318,16.6660,0067,5,9.3195,7.44251,
67BC,0504,B,2015-11-25T17:03,55.3318,16.6660,0067,10,9.3248,7.44063,7.50
67BC,0504,B,2015-11-25T17:03,55.3318,16.6660,0067,15,9.3335,7.44151,
67BC,0504,B,2015-11-25T17:03,55.3318,16.6660,0067,20,9.3385,7.44304,7.34
67BC,0504,B,2015-11-25T17:03,55.3318,16.6660,0067,25,9.3345,7.44332,
67BC,0504,B,2015-11-25T17:03,55.3318,16.6660,0067,30,9.3358,7.44427,7.42
67BC,0504,B,2015-11-25T17:03,55.3318,16.6660,0067,35,9.3385,7.44483,
67BC,0504,B,2015-11-25T17:03,55.3318,16.6660,0067,40,9.3415,7.4506,7.35
67BC,0504,B,2015-11-25T17:03,55.3318,16.6660,0067,45,9.2315,7.47211,
67BC,0504,B,2015-11-25T17:03,55.3318,16.6660,0067,50,6.528,8.38546,5.19
67BC,0504,B,2015-11-25T17:03,55.3318,16.6660,0067,55,6.757,9.47767,
67BC,0504,B,2015-11-25T17:03,55.3318,16.6660,0067,60,6.8425,10.01643,4.54
67BC,0504,B,2015-11-25T17:03,55.3318,16.6660,0067,65,6.8943,10.24298,
67BC,0504,B,2015-11-25T17:03,55.3318,16.6660,0067,66.13,6.925,10.28792,4.28
67BC,0505,B,2015-11-25T18:19,55.2827,16.4993,0060,0,9.525,7.56269,7.42
67BC,0505,B,2015-11-25T18:19,55.2827,16.4993,0060,5,9.564,7.55485,
67BC,0505,B,2015-11-25T18:19,55.2827,16.4993,0060,10,9.56,7.55317,7.35
67BC,0505,B,2015-11-25T18:19,55.2827,16.4993,0060,15,9.561,7.55264,
67BC,0505,B,2015-11-25T18:19,55.2827,16.4993,0060,20,9.5653,7.55164,7.44
67BC,0505,B,2015-11-25T18:19,55.2827,16.4993,0060,25,9.5925,7.55815,
67BC,0505,B,2015-11-25T18:19,55.2827,16.4993,0060,30,9.6245,7.56374,7.33
67BC,0505,B,2015-11-25T18:19,55.2827,16.4993,0060,35,9.6225,7.56293,
67BC,0505,B,2015-11-25T18:19,55.2827,16.4993,0060,40,9.6305,7.56455,7.29
67BC,0505,B,2015-11-25T18:19,55.2827,16.4993,0060,45,9.6278,7.56570,
67BC,0505,B,2015-11-25T18:19,55.2827,16.4993,0060,50,6.62,8.39539,5.01
67BC,0505,B,2015-11-25T18:19,55.2827,16.4993,0060,55,7.5175,13.27666,
67BC,0505,B,2015-11-25T18:19,55.2827,16.4993,0060,59.79,7.5255,13.29118,2.88
67BC,0506,B,2015-11-25T19:57,55.1667,16.3345,0066,0,9.2925,7.55903,7.49
67BC,0506,B,2015-11-25T19:57,55.1667,16.3345,0066,5,9.3163,7.55903,
67BC,0506,B,2015-11-25T19:57,55.1667,16.3345,0066,10,9.3215,7.55920,7.52
67BC,0506,B,2015-11-25T19:57,55.1667,16.3345,0066,15,9.3235,7.55983,
67BC,0506,B,2015-11-25T19:57,55.1667,16.3345,0066,20,9.326,7.56062,7.44
67BC,0506,B,2015-11-25T19:57,55.1667,16.3345,0066,25,9.326,7.56027,
67BC,0506,B,2015-11-25T19:57,55.1667,16.3345,0066,30,9.338,7.56490,7.44
67BC,0506,B,2015-11-25T19:57,55.1667,16.3345,0066,35,9.3655,7.58445,
67BC,0506,B,2015-11-25T19:57,55.1667,16.3345,0066,40,10.2453,7.93721,7.30
67BC,0506,B,2015-11-25T19:57,55.1667,16.3345,0066,45,8.914,9.13149,
67BC,0506,B,2015-11-25T19:57,55.1667,16.3345,0066,50,9.5665,12.25141,3.60
67BC,0506,B,2015-11-25T19:57,55.1667,16.3345,0066,55,9.234,14.47517,
67BC,0506,B,2015-11-25T19:57,55.1667,16.3345,0066,60,10.022,15.94642,2.28
67BC,0506,B,2015-11-25T19:57,55.1667,16.3345,0066,65,9.532,16.34886,
67BC,0506,B,2015-11-25T19:57,55.1667,16.3345,0066,65.36,9.532,16.34306,2.22
67BC,0507,B,2015-11-25T21:37,55.0002,16.3338,0048,0,9.314,7.59633,7.54
67BC,0507,B,2015-11-25T21:37,55.0002,16.3338,0048,5,9.318,7.59672,
67BC,0507,B,2015-11-25T21:37,55.0002,16.3338,0048,10,9.321,7.59651,7.40
67BC,0507,B,2015-11-25T21:37,55.0002,16.3338,0048,15,9.3215,7.59625,
67BC,0507,B,2015-11-25T21:37,55.0002,16.3338,0048,20,9.326,7.59814,7.47
67BC,0507,B,2015-11-25T21:37,55.0002,16.3338,0048,25,9.3335,7.60087,
67BC,0507,B,2015-11-25T21:37,55.0002,16.3338,0048,30,9.34,7.60266,7.66
67BC,0507,B,2015-11-25T21:37,55.0002,16.3338,0048,35,9.3405,7.60432,
67BC,0507,B,2015-11-25T21:37,55.0002,16.3338,0048,40,9.337,7.60458,7.39
67BC,0507,B,2015-11-25T21:37,55.0002,16.3338,0048,45,9.3775,12.96401,
67BC,0507,B,2015-11-25T21:37,55.0002,16.3338,0048,47.24,10.5435,13.86329,3.66
67BC,0508,B,2015-11-26T08:26,54.8813,16.7078,0019,0,8.8298,7.51261,7.56
67BC,0508,B,2015-11-26T08:26,54.8813,16.7078,0019,5,8.836,7.51435,
67BC,0508,B,2015-11-26T08:26,54.8813,16.7078,0019,10,8.8355,7.51462,7.64
67BC,0508,B,2015-11-26T08:26,54.8813,16.7078,0019,15,8.8388,7.51437,
67BC,0508,B,2015-11-26T08:26,54.8813,16.7078,0019,18.60,8.839,7.51396,7.72
67BC,0509,B,2015-11-26T11:16,55.2328,16.9995,0085,0,9.4345,7.41396,7.46
67BC,0509,B,2015-11-26T11:16,55.2328,16.9995,0085,5,9.4325,7.41292,7.37
67BC,0509,B,2015-11-26T11:16,55.2328,16.9995,0085,10,9.433,7.41232,7.43
67BC,0509,B,2015-11-26T11:16,55.2328,16.9995,0085,15,9.434,7.41240,
67BC,0509,B,2015-11-26T11:16,55.2328,16.9995,0085,20,9.436,7.41238,
67BC,0509,B,2015-11-26T11:16,55.2328,16.9995,0085,25,9.4465,7.41607,7.41
67BC,0509,B,2015-11-26T11:16,55.2328,16.9995,0085,30,9.4993,7.43547,
67BC,0509,B,2015-11-26T11:16,55.2328,16.9995,0085,35,9.5535,7.44987,
67BC,0509,B,2015-11-26T11:16,55.2328,16.9995,0085,40,9.6405,7.46933,7.38
67BC,0509,B,2015-11-26T11:16,55.2328,16.9995,0085,45,9.64,7.47090,
67BC,0509,B,2015-11-26T11:16,55.2328,16.9995,0085,50,9.608,7.47176,6.63
67BC,0509,B,2015-11-26T11:16,55.2328,16.9995,0085,55,5.888,7.98939,
67BC,0509,B,2015-11-26T11:16,55.2328,16.9995,0085,60,5.7095,8.84615,4.38
67BC,0509,B,2015-11-26T11:16,55.2328,16.9995,0085,65,6.5495,9.94359,
67BC,0509,B,2015-11-26T11:16,55.2328,16.9995,0085,70,7.1568,11.73653,3.00
67BC,0509,B,2015-11-26T11:16,55.2328,16.9995,0085,75,7.0355,12.56076,
67BC,0509,B,2015-11-26T11:16,55.2328,16.9995,0085,80,7.568,14.92472,2.37
67BC,0509,B,2015-11-26T11:16,55.2328,16.9995,0085,84.47,7.568,14.95331,2.48
67BC,0510,B,2015-11-26T13:03,55.3332,17.3328,0072,0,9.391,7.39386,7.36
67BC,0510,B,2015-11-26T13:03,55.3332,17.3328,0072,5,9.3855,7.39936,
67BC,0510,B,2015-11-26T13:03,55.3332,17.3328,0072,10,9.391,7.40177,7.37
67BC,0510,B,2015-11-26T13:03,55.3332,17.3328,0072,15,9.4155,7.41069,
67BC,0510,B,2015-11-26T13:03,55.3332,17.3328,0072,20,9.4225,7.41272,7.30
67BC,0510,B,2015-11-26T13:03,55.3332,17.3328,0072,25,9.424,7.41257,
67BC,0510,B,2015-11-26T13:03,55.3332,17.3328,0072,30,9.432,7.41758,7.34
67BC,0510,B,2015-11-26T13:03,55.3332,17.3328,0072,35,9.432,7.41984,
67BC,0510,B,2015-11-26T13:03,55.3332,17.3328,0072,40,9.4225,7.41875,7.32
67BC,0510,B,2015-11-26T13:03,55.3332,17.3328,0072,45,9.3915,7.41358,
67BC,0510,B,2015-11-26T13:03,55.3332,17.3328,0072,50,7.005,7.61502,6.04
67BC,0510,B,2015-11-26T13:03,55.3332,17.3328,0072,55,5.915,8.25710,
67BC,0510,B,2015-11-26T13:03,55.3332,17.3328,0072,60,5.5075,8.66342,4.08
67BC,0510,B,2015-11-26T13:03,55.3332,17.3328,0072,65,5.4495,8.93701,3.43
67BC,0510,B,2015-11-26T13:03,55.3332,17.3328,0072,70,5.401,9.00906,
67BC,0510,B,2015-11-26T13:03,55.3332,17.3328,0072,71.35,5.4055,9.01007,3.28
67BC,0511,B,2015-11-26T14:01,55.2372,17.3335,0090,0,9.2335,7.37599,7.50
67BC,0511,B,2015-11-26T14:01,55.2372,17.3335,0090,5,9.225,7.38111,
67BC,0511,B,2015-11-26T14:01,55.2372,17.3335,0090,10,9.2295,7.38355,7.48
67BC,0511,B,2015-11-26T14:01,55.2372,17.3335,0090,15,9.232,7.38426,
67BC,0511,B,2015-11-26T14:01,55.2372,17.3335,0090,20,9.2275,7.38454,7.35
67BC,0511,B,2015-11-26T14:01,55.2372,17.3335,0090,25,9.232,7.38497,
67BC,0511,B,2015-11-26T14:01,55.2372,17.3335,0090,30,9.232,7.38437,7.42
67BC,0511,B,2015-11-26T14:01,55.2372,17.3335,0090,35,9.235,7.38486,
67BC,0511,B,2015-11-26T14:01,55.2372,17.3335,0090,40,9.2328,7.38557,7.39
67BC,0511,B,2015-11-26T14:01,55.2372,17.3335,0090,45,9.2335,7.38575,
67BC,0511,B,2015-11-26T14:01,55.2372,17.3335,0090,50,9.2165,7.38525,7.02
67BC,0511,B,2015-11-26T14:01,55.2372,17.3335,0090,55,5.8185,7.98251,
67BC,0511,B,2015-11-26T14:01,55.2372,17.3335,0090,60,5.839,8.48207,4.24
67BC,0511,B,2015-11-26T14:01,55.2372,17.3335,0090,65,6.658,11.37279,
67BC,0511,B,2015-11-26T14:01,55.2372,17.3335,0090,70,6.7625,12.51087,2.79
67BC,0511,B,2015-11-26T14:01,55.2372,17.3335,0090,75,6.8268,13.08192,
67BC,0511,B,2015-11-26T14:01,55.2372,17.3335,0090,80,7.6868,14.28752,2.50
67BC,0511,B,2015-11-26T14:01,55.2372,17.3335,0090,85,7.658,14.31335,
67BC,0511,B,2015-11-26T14:01,55.2372,17.3335,0090,89.54,7.6285,14.33419,2.52
67BC,0512,B,2015-11-26T14:42,55.1672,17.3337,0061,0,9.2023,7.34828,7.41
67BC,0512,B,2015-11-26T14:42,55.1672,17.3337,0061,5,9.2195,7.35070,
67BC,0512,B,2015-11-26T14:42,55.1672,17.3337,0061,10,9.2265,7.35056,7.36
67BC,0512,B,2015-11-26T14:42,55.1672,17.3337,0061,15,9.221,7.35029,
67BC,0512,B,2015-11-26T14:42,55.1672,17.3337,0061,20,9.22,7.34986,7.40
67BC,0512,B,2015-11-26T14:42,55.1672,17.3337,0061,25,9.2253,7.35100,
67BC,0512,B,2015-11-26T14:42,55.1672,17.3337,0061,30,9.227,7.35012,7.49
67BC,0512,B,2015-11-26T14:42,55.1672,17.3337,0061,35,9.2318,7.35107,
67BC,0512,B,2015-11-26T14:42,55.1672,17.3337,0061,40,9.2445,7.35317,7.76
67BC,0512,B,2015-11-26T14:42,55.1672,17.3337,0061,45,9.245,7.35501,
67BC,0512,B,2015-11-26T14:42,55.1672,17.3337,0061,50,8.803,7.50883,5.50
67BC,0512,B,2015-11-26T14:42,55.1672,17.3337,0061,55,6.887,10.51610,
67BC,0512,B,2015-11-26T14:42,55.1672,17.3337,0061,60,7.0695,10.85121,
67BC,0512,B,2015-11-26T14:42,55.1672,17.3337,0061,60.26,7.0725,10.85203,3.99
67BC,0513,B,2015-11-26T16:35,55.3097,17.6660,0079,0,8.708,7.30764,7.44
67BC,0513,B,2015-11-26T16:35,55.3097,17.6660,0079,5,8.708,7.30977,
67BC,0513,B,2015-11-26T16:35,55.3097,17.6660,0079,10,8.706,7.30964,7.42
67BC,0513,B,2015-11-26T16:35,55.3097,17.6660,0079,15,8.7065,7.30984,
67BC,0513,B,2015-11-26T16:35,55.3097,17.6660,0079,20,8.7075,7.30981,7.53
67BC,0513,B,2015-11-26T16:35,55.3097,17.6660,0079,25,8.707,7.30948,
67BC,0513,B,2015-11-26T16:35,55.3097,17.6660,0079,30,8.7075,7.30972,7.53
67BC,0513,B,2015-11-26T16:35,55.3097,17.6660,0079,35,8.705,7.30963,
67BC,0513,B,2015-11-26T16:35,55.3097,17.6660,0079,40,8.7035,7.30936,7.48
67BC,0513,B,2015-11-26T16:35,55.3097,17.6660,0079,45,8.71,7.31734,
67BC,0513,B,2015-11-26T16:35,55.3097,17.6660,0079,50,7.172,7.75437,5.81
67BC,0513,B,2015-11-26T16:35,55.3097,17.6660,0079,55,5.9385,8.46232,
67BC,0513,B,2015-11-26T16:35,55.3097,17.6660,0079,60,5.438,9.66283,2.17
67BC,0513,B,2015-11-26T16:35,55.3097,17.6660,0079,65,5.5598,9.98899,
67BC,0513,B,2015-11-26T16:35,55.3097,17.6660,0079,70,6.5638,11.80419,2.91
67BC,0513,B,2015-11-26T16:35,55.3097,17.6660,0079,75,6.7903,13.39409,
67BC,0513,B,2015-11-26T16:35,55.3097,17.6660,0079,78.80,6.792,13.42945,2.39
67BC,0514,B,2015-11-26T17:51,55.1670,17.6672,0045,0,9.0325,7.32517,7.54
67BC,0514,B,2015-11-26T17:51,55.1670,17.6672,0045,5,9.047,7.32760,
67BC,0514,B,2015-11-26T17:51,55.1670,17.6672,0045,10,9.0535,7.32750,7.56
67BC,0514,B,2015-11-26T17:51,55.1670,17.6672,0045,15,9.0515,7.32732,
67BC,0514,B,2015-11-26T17:51,55.1670,17.6672,0045,20,9.052,7.32691,7.56
67BC,0514,B,2015-11-26T17:51,55.1670,17.6672,0045,25,9.0515,7.32708,
67BC,0514,B,2015-11-26T17:51,55.1670,17.6672,0045,30,9.0515,7.32724,7.49
67BC,0514,B,2015-11-26T17:51,55.1670,17.6672,0045,35,9.083,7.33306,
67BC,0514,B,2015-11-26T17:51,55.1670,17.6672,0045,40,8.7335,7.47914,7.06
67BC,0514,B,2015-11-26T17:51,55.1670,17.6672,0045,44.30,8.593,7.53693,7.07
67BC,0515,B,2015-11-26T19:16,55.0007,17.6678,0033,0,9.0995,7.42392,7.48
67BC,0515,B,2015-11-26T19:16,55.0007,17.6678,0033,5,9.1475,7.44034,
67BC,0515,B,2015-11-26T19:16,55.0007,17.6678,0033,10,9.156,7.43769,7.47
67BC,0515,B,2015-11-26T19:16,55.0007,17.6678,0033,15,9.1613,7.43881,
67BC,0515,B,2015-11-26T19:16,55.0007,17.6678,0033,20,9.154,7.43332,7.60
67BC,0515,B,2015-11-26T19:16,55.0007,17.6678,0033,25,9.211,7.46991,
67BC,0515,B,2015-11-26T19:16,55.0007,17.6678,0033,30,9.2025,7.48959,
67BC,0515,B,2015-11-26T19:16,55.0007,17.6678,0033,32.97,9.1925,7.49325,7.56
67BC,0516,B,2015-12-02T07:45,55.4413,18.9243,0089,0,8.426,7.33781,7.30
67BC,0516,B,2015-12-02T07:45,55.4413,18.9243,0089,5,8.424,7.34332,
67BC,0516,B,2015-12-02T07:45,55.4413,18.9243,0089,10,8.426,7.34407,9.19
67BC,0516,B,2015-12-02T07:45,55.4413,18.9243,0089,15,8.426,7.34439,
67BC,0516,B,2015-12-02T07:45,55.4413,18.9243,0089,20,8.4265,7.34469,8.69
67BC,0516,B,2015-12-02T07:45,55.4413,18.9243,0089,25,8.426,7.34489,
67BC,0516,B,2015-12-02T07:45,55.4413,18.9243,0089,30,8.4258,7.34464,8.37
67BC,0516,B,2015-12-02T07:45,55.4413,18.9243,0089,35,8.4255,7.34488,
67BC,0516,B,2015-12-02T07:45,55.4413,18.9243,0089,40,8.426,7.34510,6.96
67BC,0516,B,2015-12-02T07:45,55.4413,18.9243,0089,45,8.427,7.34521,
